,삼성전자,현대차,SK하이닉스,한국전력,NAVER,POSCO,삼성생명,삼성전자우,현대모비스,SK텔레콤,기아차,신한지주,삼성화재,KB금융,아모레퍼시픽,LG디스플레이,현대글로비스,LG화학,KT&G,LG,LG전자,LG생활건강,하나금융지주,KT,롯데쇼핑,아모레G,현대중공업,삼성SDI,기업은행,고려아연,현대제철,SK이노베이션,한화생명,강원랜드,코웨이,오리온,KCC,LG유플러스,S-Oil,롯데케미칼,현대차2우B,삼성카드,CJ,한국가스공사,현대건설,삼성전기,엔씨소프트,CJ제일제당,삼성중공업,CJ대한통운,호텔신라,한전KPS,GS,삼성증권,대우조선해양,현대차우,한샘,현대산업,현대백화점,대한항공,에스원,한국금융지주,LG이노텍,금호석유,영원무역,롯데제과,현대해상,두산중공업,효성,한국타이어월드와이드,영풍,대우건설,한화,SK네트웍스,두산,대림산업,GKL,두산인프라코어,제일기획,유한양행,현대그린푸드,롯데칠성,현대상선,한전기술,한화케미칼,LS산전,신세계,OCI,오뚜기,LS,현대홈쇼핑,하이트진로,한세실업,녹십자,LG하우시스,농심,GS건설,금호타이어,아이에스동서,아시아나항공,현대미포조선,SK케미칼,삼성엔지니어링,코리안리,태광산업,휠라코리아,영원무역홀딩스,CJ CGV,넥센타이어,메리츠종금증권,한일시멘트,코오롱인더,대상,AK홀딩스,아모레퍼시픽우,동양생명,쌍용차,동원F&B,LG상사,동원산업,무학,휴켐스,쌍용양회,키움증권,LG화학우,하나투어,SKC,녹십자홀딩스,한미약품,조광피혁,아이마켓코리아,한미사이언스,대웅제약,롯데푸드,한국콜마홀딩스,SK가스,한섬,JB금융지주,금호산업,서울가스,세아홀딩스,빙그레,한진,신도리코,풍산,현대상사,한국단자,SBS미디어홀딩스,대상홀딩스,다우기술,지역난방공사,NICE,고려제강,락앤락,에스엘,대교,S&T모티브,LG생활건강우,동원시스템즈,광동제약,대한해운,부광약품,삼천리,한국쉘석유,SBS,삼성화재우,세방전지,동아쏘시오홀딩스,신영증권,동국제강,대웅,농심홀딩스,두산건설,Week,Date
15Y_week50,254.5338,135173.7969,27082.043,43497.4102,123237.6094,144441.4531,97839.6406,6.2613,233285.4688,197827.0156,48440.7656,37147.6367,272464.1563,31284.1035,396513.0313,22744.9668,180795.5469,302644.6875,99532.6172,67239.4609,46394.582,956408.5,21079.5078,26896.3066,214379.0938,139271.6094,58106,124470.2578,11854.501,412272.375,46091.8242,103397.5234,7106.458,35869.5742,74703.5703,57424.6016,488640.25,9360.2979,62479.1016,220383.5156,91424.1719,26862.2188,209655.3281,35838.9492,27059.4141,66274.1875,210633.9375,336551.25,7900.48,187500,79300,82078.0313,43697.9336,35202.8672,50800,88544.9297,231570.7813,19073.0645,120110.1719,25749.0977,88815.2266,47568.6602,95066.7109,51874.0313,43710.4727,75675.8125,29626.627,17905.748,49997.1563,17350.0566,1050363.375,5570,30978.041,4903.3008,87965.9297,62122.6172,21670.5566,5750,18490.168,200274.2813,22683.8281,139599.9688,26528.3008,32310.2266,24331.5488,42611.7539,233128.0938,72992.7188,1114710.5,37994.9375,111456.2891,21215.2383,48992.4102,166499.3594,146323.1563,381921,18684.0918,6530,35877.1094,4390,26527.0625,40555.1914,12800,11945.9443,1067810.375,17826.6133,62595.8828,113016.875,11800.709,3056.55,117312.2109,62324.3789,30325.1641,52881.9063,227889.125,10260.7324,7490,340716.7188,31832.2969,244941.625,35402.8906,12909.46,1207.4666,54137.6875,209312.9844,98714.2891,30110.002,36156.8906,545905.0625,33223.7969,23216.3379,103361.1641,64012.75,785906.25,56500,61086.8086,36489.8711,5015.5532,13723.1621,94353.4531,117847.9922,61639.9648,42681.4297,47900,24434.6777,24592.9805,91885.3906,3296.2419,15887.2129,19359.1816,56000,23274.75,32436.6621,9970.9756,16669.166,7743.5947,78654.9609,509358.0625,72755.0859,10135.5244,17700,11474.5957,93248.8984,404922.7813,34630.2227,153986.1563,40178.6641,153227.1719,44114.4961,6433.1953,9576.9141,138679.8281,4915.1201,15Y_week50,2015-12-14
15Y_week51,258.369,136521.0469,28482.8379,43541.3906,126157.9297,148392.75,98303.3359,6.3674,239045.6094,194842.5469,48983.0117,37239.0234,280451.7188,31146.8906,405895,23929.5996,181739.6406,311077.5313,99532.6172,68754.7188,50656.3008,989388,21079.5078,26711.1348,227777.7656,152157.9531,58236.6016,116690.875,11944.3076,443440.7188,48075.2852,112720.25,7229.4722,36699.4609,78039.3281,58014,472967.9688,9495.3018,67305.0625,227507.9844,91849.4063,27116.4355,216869.875,36535.8164,27538.3418,64730.6914,208245.7969,358074.875,8291.5898,186500,83300,83572.0625,45283.75,37587.2969,52000,90653.1328,235995.6875,20490.4961,128934.6016,26596.4277,96054.0859,47944.6953,100304.2734,50828.9492,43514.9023,76675.6328,31625.9688,18564.2773,52798.7266,17064.0664,1071759.75,5590,34823.6016,5246.2544,92858.25,64082.3203,23064.3027,5600,19662.7109,215094.5625,24166.4316,147120.4844,25678.5996,33928.1914,26851.9492,45207.1602,239956.1094,78283.4688,1163558.5,40048.7148,109534.625,21704.4805,50217.2188,173335.1094,138273,408588.8125,18973.7676,6830,37373.9414,4795,26872.8516,41999.3594,15400,12545.5479,1069800.5,18055.4043,62693.2305,123380.8672,11897.4365,3506.0425,123516.1641,64832.7891,31471.3125,58811.6797,234246.5625,10349.9551,7900,378088.7813,32744.5371,250773.5781,39194.332,13888.7979,1360.9242,57407.1016,229161.625,109525.8516,30838.8379,37809.2188,582012.125,39509.3828,22990.498,113225.2891,68899.2266,863549.9375,64000,63807.6875,37657.5469,5155.9136,14778.79,107413.3984,119718.5859,64943.793,43065.9492,50200,25640.1836,24592.9805,98205.5391,3655.3845,17131.3906,19937.0664,59200,21172.1973,33659.0664,11388.6484,16812.8652,7862.8687,81876.9766,512203.5625,77958.8906,10525.3516,18450,12851.6094,98352.0703,424707.2813,35212.2422,161477.3594,39887.1641,162528.5,44464.6094,6022.5664,10239.2432,145351.7188,4858.5098,15Y_week51,2015-12-21
15Y_week52,255.5431,135622.8438,28856.3828,43453.4297,124795.1172,154539.1563,101549.2031,6.3379,239525.6094,196121.6406,47265.8984,36827.793,279564.2188,31009.6816,404907.4063,23313.5898,181739.6406,312483,99532.6172,68091.7891,50559.4414,1000057.938,21166.6133,26525.9629,229213.3438,147201.6563,59281.1992,107939.0703,11944.3076,441551.7188,49492.0391,111448.9688,7380.8755,36146.2031,75932.5313,57768.3984,468490.8438,9585.3047,68339.2031,224658.2188,92274.625,27413.0195,207956.875,37830,28065.1621,60775.4609,199170.875,366390.7813,8448.04,187500,79300,82171.4141,45195.6445,36763.5859,51500,89809.8594,219279.3281,19918.5078,125993.1172,26408.1426,92156.2422,48978.7969,96746.6875,50828.9492,42390.3594,78192.5938,32716.5195,18440.8047,51074.6992,16921.0723,1069814.5,5660,34609.9258,5125.7573,88060.0547,66923.8906,22569.748,4815,18354.8711,214293.1719,24018.1719,147859.1094,25238,34516.5391,25785.627,44593.6992,229714.0781,76225.9531,1172351,39395.2422,111456.2891,21304.1914,49369.2734,168940.7031,137799.4844,417160.625,18925.4883,6800,36952.9609,4550,26428.2637,41939.1836,15400,13006.7813,1084728.125,17349.9648,64250.8242,115978.0156,11994.1641,3457.0068,121259.9141,61263.125,31041.5059,59589.3516,222998.7969,10617.627,7950,368381.75,31256.1465,255633.5156,37725.1445,13933.3135,1324.578,59618.7617,218786.1875,103885.0391,30884.3887,37955.0117,563099.8125,42502.5156,22809.8262,108078.1406,66651.4453,855028.0625,60600,63105.5117,39603.6719,5230.7725,15191.8613,111198.9063,121121.5391,65982.1328,41335.6211,51800,25732.916,24502.8965,97038.7422,3655.3845,17514.2148,19359.1816,60900,20781.0273,33877.3516,11483.1602,17483.4648,8138.1143,79792.1484,497027.25,74522.4141,10427.8955,19000,12920.4756,97888.1406,430422.7813,35406.25,156899.4219,39789.9961,156653.9844,44639.668,5866.1357,9720.1211,146781.4063,4858.5098,15Y_week52,2015-12-28
16Y_week1,1157.6292,131957.3906,28619.0781,46925.9453,124107.8047,149084.8594,100417.7422,90.5664,231736.1719,186803.625,46896.6328,36733.6055,277895.0313,30566.9551,408722.1563,23120.1172,180780.5938,324355.4688,98038.6875,66837.9766,51242.6836,989818.4375,20366.1953,26384.6152,221975.0313,146098.4688,55821,110392.2266,11200.6934,439627.7188,46809.0234,110833.2266,6993.4277,36221.8633,76295.4063,55950.8984,461930.1563,9400.9727,68339.2109,235219.0469,87547.0703,26746.5762,208429.3906,36050,26944.5059,58636.1641,197473.9531,365405.875,8487.1504,185000,78100,82923.5313,44560.3633,35764.3789,49950,86814.7422,225205.7969,18982.0234,121260.9844,25419.5742,93941.125,45001.0703,94217.6797,50443.1523,39983.4883,89992.8359,31741.9863,16604.6523,53671.5742,16824.1035,1044056.563,5350,34054.3672,5078.5581,81305.7813,63380.8594,21645.6465,4400,18080.2344,219896.3438,23136.3145,152834.4688,25175.0996,32248.3105,26029.3457,43243.832,216720.6406,71229.1406,1231420,37807.8867,109996.1641,21164.9492,49795.2813,183985.0469,135689.8125,423889.0313,18490.9746,6540,39511.2422,4490,24798.1094,44413.6836,12950,12770.2949,1059559.75,18364.8652,66114.5938,122264.4922,11731.3037,3336.0115,116439.4609,61652.0977,30993.1563,58903.2891,224823.9688,10918.8369,7730,379130.2813,32608.8047,256123.2344,35902.1836,14071.2676,1284.198,58159.9023,228486.5313,105589.625,30604.8926,40452.6953,636151.9375,39609.1523,23086.3086,114704.2188,68527.5625,879568.4375,64700,64834.1758,38035.2109,5117.4707,12667.5342,107596.3359,122780.7344,64011.8047,43518.8398,48800,25119.1016,25475.6016,95672,3794.0713,18016.5547,21688.1055,57100,21636.6582,31883.1777,11483.1602,16472.7461,8483.0293,82285.6484,517686.7813,87279.3906,10801.0215,18900,13029.2012,95987.3984,421294,34366.3477,160882.9688,39054.9609,166506.4219,43851.9102,5289.2993,10320.5928,147747.0781,4481.1499,16Y_week1,2016-01-04
16Y_week2,1106.7126,128291.8984,27195.2422,47582.9063,123322.3125,146812.2188,98531.9609,87.4193,234657.2188,180147.9219,45788.8398,35980.0938,272932.625,29766.2813,401786.2813,21282.1152,186534.875,306309.3125,100839.7969,64619.6914,54170.832,966413.8125,19610.248,26007.6914,222940.1406,149577,54906.8984,109410.9531,10921.8369,438665.75,44844.6758,111273.0469,6693.1563,36127.2852,80922.125,54231.6016,456810.9375,9262.7227,68339.2109,247700.0625,86671.6094,25502.5508,210565.0156,34350,28065.1621,58441.6836,212962.1094,385596.75,7861.3701,202500,70100,86826.9297,43834.332,34209.3438,49400,85078.4453,228169.0313,18753.0391,125204.4297,24431.0078,95819.9531,43707.1094,87473.6797,49960.9063,45926.9805,89756.6406,30071.3555,15529.2373,53443.1641,16581.6816,993031.25,5250,31064.8516,5154.0757,79238.7344,64266.6172,20211.8535,4095,17759.8262,239702.9844,22888.6035,168391.2188,20360.4004,27958.3984,25639.3945,40688.7344,220643.1875,70249.3672,1258893.875,37230.6641,108536.0391,25899.2148,55475.3477,227884.9688,133771.9375,437826.4063,20084.1895,6130,36337.0742,4295,28107.8184,49018.6523,13500,12439.2129,1025669.813,19060.7969,66114.5938,123254.4766,11536.5938,3011.9172,109019.7109,62332.8008,33604.125,53610.8125,220396.3594,10307.0049,7490,384015.9688,31449.3848,255143.7969,37692.457,13795.3604,1312.4661,56409.2695,218832.1563,93846.9219,30045.8984,44468.5859,653750,35668.1914,22533.3438,126570.0703,84326.4141,933827.5,62200,61912.1094,38574.3711,4956.96,10831.6602,104233.9531,122780.7344,66510.7656,43615.8711,49050,24033.127,23622.8281,99088.8594,3467.167,18016.5547,19941.4121,57600,21243.2637,31442.1855,11339.0205,16181.1953,7849.1323,78161.7813,510976,89545.1094,11341.0723,18100,14376.9971,89429.8516,424945.5313,32831.25,157887.8281,36947.8516,195078.5469,43764.3789,5103.5381,11465.2402,158369.4219,4014.1699,16Y_week2,2016-01-11
16Y_week3,1081.7347,127375.5391,25344.2578,47489.0586,134908.3281,149993.9063,99003.4063,83.4854,235630.8906,180147.9219,44957.9883,35556.2461,274737.125,28400.4238,377510.6563,21572.3262,185575.8438,289212.9375,99439.2422,67609.5625,53975.625,950810.8125,18631.957,25725,219079.7031,138644.4688,56669.6992,105485.9063,10364.127,422792.9688,44126.0078,116990.6172,6547.8633,35938.1367,84278.7578,51726.3008,456242,9087.6064,69478.1875,243859.75,82644.4453,26746.5762,225513.4531,33250,30793.7207,52801.7227,222158.2031,410712.2813,7861.3701,202000,65000,94062.5078,43153.6758,31987.9629,48050,81519.0469,249899.4063,20610.5488,123232.7031,23442.541,88116.7734,41310.8828,85291.7969,50057.3555,46074.3398,88772.4609,29050.4141,12905.1709,52301.2031,17066.5254,923362.0625,5370,29288.5391,4823.6865,73037.4219,70368.5,19656.834,3690,18995.6895,247787.375,22442.7207,165377.9688,18409.3008,26873.5918,24615.7676,39820.9648,217210.9531,63880.875,1275574.5,35787.6172,106589.2031,25342.2422,54055.3281,226405.2031,129936.1797,455128,22015.3633,6750,37663.5938,4310,30775.3438,47443.1992,13350,12439.2129,979818.6875,17823.584,64839.3867,124244.4766,11195.8516,2826.103,104452.9609,58929.2891,33555.7695,48024.3125,202685.9375,10024.6211,7190,384993.125,27004.9238,252695.2031,36144.1172,13519.4521,1288.2319,52810.7461,215154.3125,84092.9063,28927.9121,46819.3438,643191.5625,33572.9961,20828.3672,135359.9219,80969.1563,936683.25,60500,58442.0352,38231.2695,4985.2852,10235,104233.9531,126099.125,68048.5859,46041.6719,48550,23466.5293,21214.2266,98112.6172,3630.6191,17581.8379,18679.9121,58300,19030.4238,30912.9922,12444.0947,16569.9316,7942.353,77202.7422,512893.4063,88067.4688,11291.9766,17850,13372.7217,84582.9609,433617.875,34316.8281,160882.9688,37829.8984,188181.8281,42714.0352,5025.3232,10846.0049,160783.5781,4150.96,16Y_week3,2016-01-18
16Y_week4,1116.3196,126000.9766,26578.2461,47489.0586,132159.1094,154539.1875,92780.3438,85.2338,240986.1406,172161.0625,44404.0898,35462.0586,258947.625,27929.4375,395345.8125,21185.3789,193727.75,286838.4688,90569.0781,67609.5625,55439.6953,961537.9375,18454.0859,25253.8457,221009.9063,144110.7344,57192,100579.5859,10364.127,411249.125,45323.7852,120069.3438,6586.6084,37262.1758,88361.1406,49761.3984,481841.125,8589.9072,70704.7891,248660.1406,86496.5078,26924.2949,237899.9219,33550,31719.4805,52607.2422,222158.2031,403817.8125,7900.48,210500,68500,94633.7422,44514.9883,31943.5898,41650,84470.7422,263233.9688,21933.7031,121260.9844,22877.5879,92062.2969,41933.9023,84795.9141,47549.6641,47498.8164,90780.1797,28400.7246,13765.5215,52301.2031,16727.1348,911586.9375,5530,29288.5391,4946.4023,74021.75,72336.8516,20026.8477,3780,19865.373,255871.7969,22739.9766,151432.9531,17811.4004,27909.0879,25005.7207,38085.4258,208385.2344,63684.9219,1351127.75,35402.8047,108049.3281,26131.2852,54718.0039,220486.1094,128977.2344,441190.625,22642.9941,6360,36431.8281,4495,32899.4844,47806.7695,10800,12297.3203,985799.3125,18538.8477,63269.8984,137114.4219,11244.5283,2994.6323,106052,57762.3711,35828.2813,46701.1953,206621.5781,9412.79,6340,370336.0313,27536.3281,247798.0156,31692.6309,14853.0039,1255.9246,54269.6094,209177.7969,86460.3906,29114.2422,48092.6758,640551,33024.2578,19814.5977,142831.3438,83141.5078,886231.8125,60200,62551.332,37643.0938,4975.8438,9684.2383,85500.6641,124676.9688,65453.5078,47642.6992,47550,22238.9023,21028.9492,97526.8594,3521.6509,16422.5957,18971.0273,58900,19030.4238,30427.9004,12251.9072,16229.7861,7886.4214,81614.3281,529190.875,80088.2031,11537.4541,16900,17204.873,84297.8516,426314.8125,32336.0586,156604.1719,38319.9219,205423.625,42145.0977,4864.0044,10958.5928,158369.4219,3867.9399,16Y_week4,2016-01-25
16Y_week5,1117.2803,121419.1094,26957.9375,49929.2031,120376.7188,161811.625,104189.3047,88.0312,244394.0313,191684.5,41080.7109,36827.793,276090.5,28164.9297,407731.3438,21814.168,195645.8438,274491.125,97104.9922,71081.6563,55537.3008,1001520.688,18765.3594,26149.0391,226800.5781,150073.9375,60325.8008,91748.2031,10782.4092,407882.1875,46329.9141,118310.0781,6780.332,39342.8047,90084.8359,51677.1992,493219.375,8820.3242,71318.0938,266421.5938,87984.8125,33544.293,249004.4219,37600,35958.4883,56205.1445,226514.25,406280.125,8135.1499,227500,66700,94062.5078,46466.2109,34342.6523,41050,84036.6719,272617.5313,23231.3945,127176.1563,24148.6309,97229.0625,45480.3125,85886.8516,51986.3438,50298.6445,96330.9141,30303.3867,13722.5088,48418.5781,16969.5566,931212.125,5510,31541.4746,5229.5938,75104.5547,78340.3203,21321.8867,4045,20277.3262,271232.8438,22789.5176,154446.2031,20108.5996,29240.4395,25200.6953,37121.2383,207404.5938,65154.5742,1357996.125,35835.7188,109996.1641,28452.0039,56800.7031,219499.5938,116031.5703,450802.625,24815.5625,6280,35626.4414,4450,36505.582,49139.7461,12150,12628.4023,993773.4375,18809.4883,67880.2656,128699.4609,11487.917,3223.6589,116439.4609,56887.1875,32008.5332,47044.2266,233187.2188,9506.918,6520,362518.9063,29372.084,259061.5469,29805.5879,15772.6943,1393.2314,54853.1523,196305.3125,86270.9922,29207.4063,47700.8828,636151.9375,33173.9141,20736.2051,145468.2031,85116.3594,903366.3125,62400,66477.8906,39701.6992,4881.4248,10051.4131,84539.9844,131787.8125,68336.9297,51621.0078,49400,24221.9922,22279.5723,97624.4844,3496.8855,15359.958,19795.8535,60400,20554.8242,31662.6816,12107.7676,16812.8926,8352.5215,79792.1484,556033.9375,77034.4063,12028.4102,16950,17812.6758,88004.2891,448223.9375,32484.6152,166873.3125,37633.8906,212812.9531,43458.0273,4927.5537,12197.0635,163680.5938,4004.74,16Y_week5,2016-02-01
16Y_week6,1085.5775,120044.5625,25771.4063,48990.6875,110558.0625,160448.0313,103246.4063,82.2616,234170.3594,181479.0625,40203.707,36403.9414,286015.3438,27034.5645,389896.1875,20266.377,187973.4531,271641.75,101306.6406,67995.3438,54170.832,902051.25,18543.0215,26525.9629,229213.3438,156037.1406,60064.6992,90766.9375,10550.0303,430969.875,47479.7773,116110.9922,6557.5493,39437.3789,86909.6406,48189.5,478996.5625,8221.2422,67287.8281,268821.7813,86408.9609,33411.0078,213981.6406,36200,34886.5547,52607.2422,232322.3125,362451.125,7978.7002,201500,69500,90254.3047,45921.6836,31765.8145,41600,85078.4453,277062.4063,21984.5352,125204.4297,23254.2559,98168.4844,43132.0117,81622.2656,51407.6484,49807.4414,96685.2188,29514.4785,13679.4961,54128.3086,17551.3691,969481.0625,5360,30068.4141,5248.4731,72742.0938,77749.8125,21645.6465,3900,18126.0078,256276.6406,19965.5996,146807.9844,15388.2998,27366.6855,23787.1191,36542.7266,202501.4063,63782.9023,1218664.25,37423.0742,117783.5,28823.3184,56138.0195,190890.6563,116031.5703,440710,23512.0215,6750,39274.3633,4320,32405.498,48170.332,10350,12202.7266,966860.8125,18751.4941,66997.4297,111374.5313,12364.1133,3111.3062,110160.9063,55234.0547,30896.4531,45084.0469,224823.9688,10118.749,6780,318059.0313,30869.6738,245349.4063,29563.6602,15220.8799,1409.3823,51351.8867,200902.6406,85229.2891,27111.1836,42754.4844,615035.0625,32325.8574,18293.9434,127888.4922,77019.4453,835780.375,57600,66112.625,39701.6992,4805.8901,9500.6504,80601.1875,128469.4141,70451.4297,48710.0508,50800,23277.6641,20751.0352,95183.8672,3486.9792,12944.8701,19553.2578,66400,19964.7344,31662.6816,12588.2344,16278.3779,8427.0977,74325.6172,507141.2813,72995.5156,11291.9766,15950,15883.458,89810,443203.0625,33673.0781,166445.4219,37388.875,196063.7813,43282.9727,5132.8691,10977.3564,157403.75,3867.9399,16Y_week6,2016-02-11
16Y_week7,1108.6339,127833.7188,26293.4805,49366.0938,109183.4453,171356.7031,101360.6328,84.7967,241472.9844,192128.1875,42973.1914,37675.4883,284210.8438,27929.4375,359675.5,20798.4297,189412.0313,266892.7813,100372.9375,67223.7656,56318.1406,841589.4375,19298.9727,26525.9629,221009.9063,143613.7969,66267,91551.9531,10921.8369,433855.8125,50210.707,114351.75,6664.0977,38633.5,86637.4844,45193,482978.9688,8599.124,65009.8594,259701.0313,92799.9063,32566.8477,200314.1875,37250,36738.0781,56691.3477,225546.25,350139.5938,8604.4805,204500,67400,89016.6484,45331.7813,32210.1113,43300,88116.9609,263233.9688,21475.6465,125697.3594,23819.1074,93565.3516,38052.0234,81423.9141,53529.543,50691.6016,93614.6016,29468.0723,13937.5723,53214.75,17987.7285,998918.75,5500,31281.5176,5578.8623,73431.2109,80308.6719,21460.6387,3975,17942.916,229598.2188,19222.4629,138959.5313,16300.9004,24654.6719,23055.957,36398.0977,199069.1875,65938.3906,1250063,39780.0547,114863.25,28776.9043,56422.0313,180038.9844,119867.3203,419563.5938,24236.2109,7030,39653.3672,4500,34924.8281,46170.8164,11050,11966.2383,966860.8125,18848.1523,68370.7266,109394.5469,12656.1787,3007.5959,111303.0781,55234.0547,29736.0234,43123.875,212033.1094,10071.6855,6680,301936.2188,32898.6641,237024.1719,27289.5332,15174.8955,1401.3094,51935.4297,183432.8594,83335.3047,27297.5156,39816.0313,558723.0625,30629.748,18063.5391,119977.9297,72181.0469,817694,47700,66843.1641,37741.125,4871.9829,9362.96,78487.6875,127047.25,69105.8438,48224.8867,50900,24033.127,21214.2266,96160.1172,3397.8235,11544.1191,19262.1426,66400,18637.0293,32632.8691,12636.2813,16764.3008,8399.1318,72119.8281,455372.625,70729.8047,10604.6387,15900,15619.1758,91045.4766,428597.0625,32633.1738,169868.4531,36702.8438,181285.1094,43239.207,5465.2832,10489.4746,152092.5781,3882.0901,16Y_week7,2016-02-15
16Y_week8,1128.8083,135164.6875,28381.7715,52087.8008,110950.8125,178629.125,102774.9688,86.5451,252183.4844,200558.7656,44404.0898,36733.6055,265263.4375,28353.3242,365125.125,22588.0645,193727.75,288263.1875,101773.5,71178.1016,61003.1875,864994.0625,19521.3125,27044.2305,230178.4531,141129.1406,67246.2969,97439.5313,10968.3135,442994.6875,50881.4609,125786.9141,6509.1182,38822.6484,89177.6328,46077.1992,486961.3438,9308.8057,69390.5781,292823.7188,95426.3125,33188.8555,204158.125,36550,38248.5273,56983.0703,232322.3125,359496.3438,8565.3701,203000,65200,91682.3828,45740.1758,34076.0352,45050,91589.5625,263233.9688,21068.5137,130626.6719,24572.2461,93001.7109,39441.832,86878.6172,54879.832,53737.0273,96842.6875,29328.8516,14410.8096,58924.4805,19005.9043,1008731.313,5520,31541.4746,5616.6216,74415.5313,80308.6719,22431.918,4025,15928.916,242128.2031,19519.7188,140080.7344,18503.6992,25246.3828,24859.4883,38760.3594,205933.6406,81320.75,1217683,40934.4922,118270.2109,28405.5898,59546.0664,189904.1406,124662.0156,402262.0313,24332.7695,7460,39558.6172,4515,32850.0859,47443.1992,11050,12202.7266,993773.4375,18480.8535,71705.8828,111374.5313,13288.9883,2843.3882,107992.2422,60971.3945,30751.3984,51552.6328,214492.8906,9977.5576,7170,308287.625,32802.0469,259551.2813,29515.2754,16140.5703,1542.65,57381.8438,198144.2344,90532.4375,28741.5801,41628.0781,589518.1875,33523.1133,17418.4141,128328.6328,76032.0234,847203.3125,44000,69308.6484,40191.8438,4928.6338,10051.4131,72723.5938,125151.0234,67183.5547,47060.5078,51800,24835.8047,20102.5645,91962.2656,3368.105,13427.8877,20669.2012,65800,20751.5215,35058.2344,11867.5342,16715.707,8427.0977,71352.5938,460166.0313,71025.3281,10948.3076,16750,15513.4619,92566.0703,426314.8125,31543.75,170724.2344,36212.8203,216753.9531,43458.0273,5631.4902,10789.71,145332.9063,3830.21,16Y_week8,2016-02-22
16Y_week9,1131.6904,135164.6875,28476.6953,55091.0586,112325.4219,180447.2656,105603.6406,86.1955,242446.6719,207214.4844,42557.7695,35744.625,273383.75,27976.5352,364134.2813,23700.5371,184616.7969,284938.875,99439.2422,69249.1563,63345.7109,846465.375,18543.0215,27232.6914,241277.2031,140632.1875,67246.2969,98028.2969,10828.8857,429526.875,53277.0039,127546.1719,5927.9468,39011.7969,88451.8672,45045.6016,485254.5938,9815.7207,69215.3516,306744.8438,90173.4844,31722.6836,203304.4531,38400,37030.4219,52704.4766,232322.3125,356541.5938,8213.3701,195500,63400,67785.9375,48099.7852,34698.1055,42550,88116.9609,251874.9063,20050.7305,133584.25,24195.6777,86237.9453,39825.2227,86481.9141,59316.5195,49905.6875,94401.9375,28539.9434,14195.7461,57097.3789,19490.748,1034244,5360,29375.127,5626.0605,74218.6016,79127.6563,24189.4707,4090,15516.9609,208982.8594,19569.2598,145406.4688,18566.5996,26725.6641,23348.4199,37699.7539,208385.2344,89452.8281,1124468,40309.1719,123624,27338.0586,55096.6758,180038.9844,116511.0391,390247.0313,24236.2109,7810,37521.4688,4450,31466.9238,48412.7109,9520,12297.3203,1011715.125,18036.2305,70234.4922,115334.5156,13386.3438,2873.637,103083.3281,65347.332,30412.9395,52826.7422,220888.3125,9742.2373,7870,287279.125,32077.4063,269345.6563,33337.7461,16232.54,1562.84,58062.6445,184812.0313,91100.6484,28974.4941,40550.6445,574560.75,32525.4004,18155.7012,129647.0625,74254.6484,856722.5,45900,65929.9844,39603.6719,5041.9365,10097.3096,73972.4766,123728.8516,67087.4453,46672.3789,51100,26393.9434,18990.9023,85128.5547,3244.2776,12896.5684,21105.875,67200,20997.3945,35234.6328,12011.6748,17104.4434,9088.959,73750.1953,449141.2188,69153.6484,10801.0215,16100,14958.4199,92280.9609,429053.4688,29662.0195,161738.75,36751.8438,234980.9844,45164.8398,5748.813,10883.5332,140021.75,3858.51,16Y_week9,2016-02-29
16Y_week10,1174.9216,134248.3281,30280.2188,53307.875,117627.5,197719.2656,106546.5234,90.3042,247315.0781,188134.7813,43665.5664,37487.1172,282406.3125,30284.3633,368097.6875,23023.3789,183657.75,284463.9688,98505.5391,65391.2695,61296.0039,830862.375,20010.4551,26855.7695,256718.9531,141129.1406,77365.8984,97733.9141,11479.5479,448285.625,54810.1602,137661.8906,6199.1606,38018.7695,86274.5938,44407,477290.8125,9493.1387,74910.2891,303384.5938,91924.4375,32078.1191,199459.5313,41200,39564.082,54649.2969,226030.25,356049.1563,9895.1504,193500,72000,71594.1328,49551.8516,37363.6953,60400,88551.0391,232120,20457.8633,138020.6406,27584.9941,85674.3047,44569.7461,85490.1484,60859.7109,50396.8828,95464.8438,30999.4824,18712.5645,58467.7461,20314.9844,1115688.25,6290,31498.1797,5843.1743,86424.3906,87886.8125,22755.6777,6210,15654.2803,223130.2969,18826.123,143794.7344,15828.7998,29289.75,23640.8848,41170.8281,209365.875,95527.3906,1051858.375,43099.0664,120703.75,27105.9883,53297.9883,181518.7656,123703.0781,373426.0625,26167.3828,8540,38232.1016,5150,35270.6172,50230.4375,9520,12297.3203,1020686,17881.5801,65526.0352,113354.5234,13240.3096,3262.5503,105595.1328,67583.9219,29687.6699,55374.9766,206129.6406,11012.9639,8180,286302,36135.3906,278650.3438,32757.1172,16278.5244,1522.4601,61855.6836,201822.0938,102275.1563,29021.0781,38885.5195,621194.5,35119.4492,17372.332,137557.625,78599.3359,833876.5,44650,66021.3047,37201.9648,5287.4238,11244.7314,76182.0547,133684.0469,63435.1211,44149.5469,48650,27007.7578,20565.7578,88643.0391,3303.7148,13331.2842,20475.125,70900,22816.8398,36954.5117,12107.7676,16861.4844,8799.9775,67324.625,429488.2813,70532.7891,10751.9258,17150,14826.3262,95037.0313,426314.8125,30553.3652,169440.5938,39005.957,211335.0938,48490.9336,6237.6577,11465.2402,142435.9063,4240.5898,16Y_week10,2016-03-07
