,삼성전자,현대차,SK하이닉스,한국전력,NAVER,POSCO,삼성생명,삼성전자우,현대모비스,SK텔레콤,기아차,신한지주,삼성화재,KB금융,아모레퍼시픽,LG디스플레이,현대글로비스,LG화학,KT&G,LG,LG전자,LG생활건강,하나금융지주,KT,롯데쇼핑,아모레G,현대중공업,삼성SDI,기업은행,고려아연,현대제철,SK이노베이션,한화생명,강원랜드,코웨이,오리온,KCC,LG유플러스,S-Oil,롯데케미칼,현대차2우B,삼성카드,CJ,한국가스공사,현대건설,삼성전기,엔씨소프트,CJ제일제당,삼성중공업,CJ대한통운,호텔신라,한전KPS,GS,삼성증권,대우조선해양,현대차우,한샘,현대산업,현대백화점,대한항공,에스원,한국금융지주,LG이노텍,금호석유,영원무역,롯데제과,현대해상,두산중공업,효성,한국타이어월드와이드,영풍,대우건설,한화,SK네트웍스,두산,대림산업,GKL,두산인프라코어,제일기획,유한양행,현대그린푸드,롯데칠성,현대상선,한전기술,한화케미칼,LS산전,신세계,OCI,오뚜기,LS,현대홈쇼핑,하이트진로,한세실업,녹십자,LG하우시스,농심,GS건설,금호타이어,아이에스동서,아시아나항공,현대미포조선,SK케미칼,삼성엔지니어링,코리안리,태광산업,휠라코리아,영원무역홀딩스,CJ CGV,넥센타이어,메리츠종금증권,한일시멘트,코오롱인더,대상,AK홀딩스,아모레퍼시픽우,동양생명,쌍용차,동원F&B,LG상사,동원산업,무학,휴켐스,쌍용양회,키움증권,LG화학우,하나투어,SKC,녹십자홀딩스,한미약품,조광피혁,아이마켓코리아,한미사이언스,대웅제약,롯데푸드,한국콜마홀딩스,SK가스,한섬,JB금융지주,금호산업,서울가스,세아홀딩스,빙그레,한진,신도리코,풍산,현대상사,한국단자,SBS미디어홀딩스,대상홀딩스,다우기술,지역난방공사,NICE,고려제강,락앤락,에스엘,대교,S&T모티브,LG생활건강우,동원시스템즈,광동제약,대한해운,부광약품,삼천리,한국쉘석유,SBS,삼성화재우,세방전지,동아쏘시오홀딩스,신영증권,동국제강,대웅,농심홀딩스,두산건설,Week,Date
16Y_week11,1205.6637,136081.0469,28808.9219,55184.9102,124696.9297,189992.3125,107489.4063,92.0525,242446.6719,190797.0625,44957.9883,38758.6641,276992.7813,30849.5449,363638.875,23894.0117,178382.9844,288263.1875,100839.7969,65294.8164,61198.3984,864018.75,20810.873,27326.9238,267335.1563,139638.3281,75080.7969,96948.9063,11618.9756,457424.4688,53468.6484,138101.7188,6373.5117,38397.0625,85639.5625,47550.8984,460223.4375,9631.3877,74209.375,313465.4063,91048.9688,31189.5313,196897.5625,40500,38833.2188,56399.625,244906.4219,370330.5,9543.1504,191000,69300,69309.2188,48372.0469,35942.0586,60100,89853.2656,228169.0313,20788.6055,137034.7656,28479.3691,83513.6641,42173.5273,85291.7969,56712.375,49119.7695,103377.6016,31324.3281,18368.3672,62350.3711,21333.1563,1104894.375,6150,32148.0762,6031.9678,87211.7813,84639.0391,22200.6641,6140,16478.1895,226768.125,18925.209,146597.75,15923.2998,29388.3672,23445.9102,41267.2461,214269.0469,92588.0781,998872.9375,42473.7422,122163.8828,27152.4004,53297.9883,178065.9531,123223.6094,385441.0313,26650.1758,8600,40979.8828,5050,33640.4648,50775.7891,9520,12297.3203,996763.6875,18538.8477,65722.2266,114839.5234,12899.5664,3141.5549,103653.9219,67097.7109,30122.832,54590.9063,208589.4063,10636.4521,8230,316104.75,33526.6875,280609.1875,31982.9453,16140.5703,1482.0748,61758.4258,195845.5938,97066.7031,28508.6641,37955.0117,585999.375,38810.9844,17556.6543,129206.9219,86893.7344,883376.0625,47250,71408.9531,37594.0781,5268.5396,11244.7314,79160.1641,139846.7813,64107.918,42451.4883,48650,26960.541,21214.2266,91474.1563,3328.4802,13089.7754,21639.5859,70400,20653.1738,36513.5156,12492.1416,16375.5625,9182.1797,71928.0234,431405.6563,77231.4297,10260.9707,16600,14826.3262,95512.2188,426771.2813,30404.8086,168156.9375,39937.0039,212320.3281,50504.0938,6218.104,12478.5342,141470.2344,4245.2998,16Y_week11,2016-03-14
16Y_week12,1217.1919,141579.2813,28049.5449,56404.9844,126071.5313,193173.9844,106546.5234,93.7135,244880.8594,189465.9375,45142.625,39465.0781,270676.9688,30802.4473,384941.9688,24232.5898,177423.9375,297761.1563,99439.2422,66355.7422,60807.9805,898150.4375,21700.2285,27138.4609,256236.4063,145601.5313,69857.7969,101560.8516,11479.5479,475702.2188,54618.5195,143379.5,6363.8257,40193.9688,86818.9297,44554.3984,463067.9688,9677.4707,79729.0703,315385.5313,95426.3125,33588.7227,195189.25,39550,37225.3203,58636.1641,243454.4219,368853.0938,9425.8203,187000,67600,67405.1172,49007.3281,36919.4883,55000,92457.6953,220267.0625,23205.9297,139499.4219,28714.6992,84359.1328,43946.7305,82713.2031,57966.2227,47253.2148,101802.9219,31185.1094,17938.2402,63492.2422,21187.7031,1080363,6440,32061.3906,6277.4004,84554.1016,82375.4297,22061.9082,5690,16340.8721,225151.6406,18776.582,140571.2656,14601.5996,30029.3906,22714.7461,45124,201030.4688,91510.3359,967474.1875,43676.2891,118756.9141,28823.3184,51688.6367,181518.7656,123703.0781,396494.8438,27374.3652,8810,39748.1211,5050,32603.0918,49624.5,9750,12581.1055,976828.375,18268.207,68174.5391,107909.5469,13921.7969,3279.8352,103311.7656,67486.6797,29736.0234,55767.0078,226791.7813,10871.7725,8150,333693.2813,35120.8945,284037.2188,34644.1602,16462.4629,1469.9575,63800.8281,200902.6406,90911.25,28555.248,37416.2969,622953.9375,39758.8086,17694.8965,134480.6406,86597.5,873856.9375,47350,67847.5625,37398.0234,5325.1909,10739.8662,77238.7969,138424.625,67952.4688,41626.7148,48200,27385.4863,21121.5879,94793.375,3313.6208,13234.6807,22270.3359,69000,19718.8613,36160.7188,12444.0947,16521.3379,9601.6699,68954.9922,463521.4063,73783.5938,10801.0215,16550,14958.4199,97412.9609,436356.5,30008.6543,160027.2188,39054.9609,205423.625,52079.6133,6208.3271,11727.9453,142918.7344,4150.96,16Y_week12,2016-03-21
16Y_week13,1243.1305,141121.0938,27100.3203,54997.2109,121162.2109,191355.8906,109375.1875,94.85,241959.8125,186803.625,45142.625,38711.5664,268421.3438,30143.0664,383455.7188,24135.8535,183178.2188,303459.9063,101306.6406,64137.4531,60319.9531,937158.1875,20810.873,27750.9609,249963.1875,150073.9375,68878.5,98126.4219,11061.2656,466563.3438,53277.0039,142499.875,6431.6289,39815.6758,86365.3125,44308.8008,465912.5938,9953.9697,80605.2266,330266.75,94113.1094,33677.582,177677.8594,37900,39856.4297,54454.8164,234742.3281,351616.9688,8721.8096,193000,68900,65024.9922,50277.8867,35631.0742,52100,92023.625,230144.5313,23969.2656,142949.9531,27820.3242,84828.8359,41790.1289,77258.5,56615.9258,48530.3281,101921.0234,31092.2949,17594.041,65547.7578,21866.4863,1043075.313,6410,30631.623,6041.4077,81207.3984,89559.9063,21691.8965,5920,15791.5967,223939.0313,19321.5488,133633.8125,14381.2998,30177.3164,22812.2363,45991.7695,204953,89844.7344,936075.4375,43916.7969,127517.6797,28312.7598,55570.0156,177079.4531,131374.5938,397936.625,26070.8242,8520,40743.0078,4720,32059.707,49624.5,10600,13006.7813,919016.125,18113.5566,70332.5859,101969.5781,14262.54,3033.5234,104452.9609,70695.6953,28817.3477,53512.8047,223348.0938,11060.0273,8270,331250.4063,33430.0703,275222.3125,33821.6016,16324.5098,1534.5721,63217.2852,205499.9531,88259.6641,29160.8262,35898.0938,622073.6875,37563.8438,17740.9766,134920.7813,86400.0156,847203.3125,45000,71317.6328,39554.6563,5381.8418,10280.8965,77046.6641,137002.4375,67279.6719,40025.6875,49250,27668.7871,20751.0352,93329.0156,3174.9343,12123.7402,21008.8359,68300,18341.9844,35543.3281,12636.2813,15306.5352,9788.1123,71928.0234,444827.1563,76640.375,11193.7861,16300,15196.3223,97412.9609,440920.9063,29315.3848,162594.5,40084.0117,206408.8594,51204.3242,6364.7573,11878.0635,149195.5781,4014.1699,16Y_week13,2016-03-28
16Y_week14,1253.698,131957.3906,26483.3242,55278.7617,127838.8984,199082.8438,111260.9766,95.2871,225407.2344,182810.2031,42280.8242,37440.0195,263910.0625,30284.3633,400795.4375,25538.5391,175985.3594,310108.5,102240.3438,65487.7148,61296.0039,982992.125,20544.0684,27986.5391,244655.0781,148583.125,65940.6016,97439.5313,11014.7891,453576.5313,52414.6094,143379.5,6431.6289,38066.0547,84550.9141,46666.6992,463636.9063,10092.2197,82795.5781,324026.25,88860.2813,35054.8984,164010.4063,37700,38492.1523,54454.8164,247810.4531,336350.6875,8448.04,192000,67700,62073.6406,52455.9883,34609.1758,49200,87248.8281,227181.2813,23638.5234,139992.3438,28902.9844,81916.6641,42125.6016,78944.5078,55169.1836,44993.7109,98456.7344,32298.8633,18024.2656,64634.2188,21672.5469,1035225.25,6030,30631.623,5880.9326,82683.8984,84835.8672,20489.3613,6480,15700.0518,226768.125,18974.752,130690.6406,13028.0996,29980.0801,23592.1426,44400.8594,203482.0625,98956.5703,900751.8125,42040.832,126057.5469,25388.6563,52445.9805,178559.2188,133771.9375,379193.2188,24912.1211,8500,44106.6719,4725,31417.5254,48776.2773,10350,13054.0791,926990.25,18229.5449,67585.9844,96029.5938,14262.54,3089.6997,107306.9375,69528.7813,27801.9707,55669,225807.875,11436.54,7920,325876.1563,32174.0234,282078.375,34353.8438,17796.0137,1550.7281,63509.0586,211936.2031,78600.3516,28136.0039,36045.0195,632632.125,37015.1016,17464.4941,137117.4844,104667.4531,790088.5625,44700,75792.1016,38329.2969,5334.6323,10877.5566,79064.1016,135106.2188,66799.1094,40316.7852,50900,27291.0547,23159.6348,92743.2578,3209.606,12510.1533,20911.7969,72300,19472.9922,38233.2969,13260.8887,15160.7578,9927.9404,65598.3516,465918.0938,73389.5547,11439.2627,16900,16544.1172,99788.8828,454614.0938,29216.3477,160882.9688,40917.0547,212812.9531,53153.2813,6794.9409,13060.2402,148229.9219,3962.28,16Y_week14,2016-04-04
16Y_week15,1216.2312,133790.125,25771.4063,55091.0586,130391.7344,215900.3594,107489.4063,91.7903,229788.8125,178816.7813,42326.9805,37581.3008,254887.4844,30331.4629,393364.125,26457.5391,181739.6406,303934.8438,106442.0078,66645.0781,62760.0781,954711.5625,20277.2578,28834.6152,250445.7344,148583.125,70184.2031,99598.3203,10875.3623,461272.4063,55480.9141,149536.9063,6053.8677,38869.9336,84823.0625,44947.3984,453397.4063,10276.5537,84022.1797,309145.0313,90611.2266,34344.0234,172124.6406,38700,38687.0469,53287.9219,236194.3438,352109.4375,8526.2598,192000,67100,62930.4844,53363.5352,33676.2109,52000,86814.7422,213846.7188,23409.4492,137527.6875,30126.8828,88022.8281,39921.0742,81225.5625,58834.2656,42930.6758,96567.1172,32670.1133,19486.8906,61665.1445,21575.5781,1053869.125,5920,29808.4551,5909.252,95677.0781,85918.4688,25345.7559,7200,15013.4609,236873.8906,18627.9531,134334.5625,12965.2002,31410.0527,22812.2363,45268.625,197107.9219,97780.8516,870334.25,45504.1484,127030.9688,25574.3145,49700.6094,176092.9375,136648.7344,383518.625,25250.0762,8300,42164.2773,5180,31862.1133,47927.9531,11700,12770.2949,941941.625,18171.5527,61798.5039,101474.5703,14749.3174,2942.7769,112558.0156,72057.1016,27753.6211,61451.5195,220888.3125,9506.918,7720,316104.75,34637.8008,278160.5938,32611.9609,17474.123,1518.421,62050.1953,207338.8906,82861.8125,27250.9316,35947.0703,578959.75,35019.6797,15160.4707,127888.4922,101705.1719,789136.5625,44550,73235.2031,39113.5273,5193.0054,11107.041,79736.5703,135580.2656,65165.1758,40753.4297,49350,29038.0586,23344.9121,93524.2656,3264.0901,12848.2666,20523.6426,75200,20800.6953,37086.8086,12876.5146,14772.0215,9601.6699,64159.793,497554.5,76640.375,10899.2119,18400,15645.5557,100739.25,435443.5938,29067.7891,157887.8281,41799.0977,201975.2656,50881.7695,8017.0522,12591.1221,148712.7344,4141.5298,16Y_week15,2016-04-11
16Y_week16,1247.9338,141121.0938,25818.8691,55372.6172,129802.6328,224536.375,103717.8594,95.1997,236117.7344,185472.4844,45281.0977,39512.1719,262105.5313,32262.5039,403272.5313,24232.5898,179821.5469,320081.375,106908.8516,69345.6016,62369.6602,971289.8125,22189.3711,28881.7305,259614.2813,157031.0156,73775.1016,105485.9063,11572.5,478588.1875,58451.3945,146018.375,6276.6499,40524.9766,89449.7891,48484.1992,473308.4375,10230.4697,80605.2266,308665.0313,93675.375,34255.1641,175114.9063,39100,38394.7031,54357.5703,229418.2813,362451.125,8604.4805,191500,69900,69690.0391,52637.4961,34653.6445,54000,90287.3359,209895.75,23892.9707,138020.6406,29656.2207,85486.4219,43515.4102,80828.8516,68189.8828,43962.1914,94953.0781,30256.9805,21809.7715,62350.3711,22981.627,1066625.375,6040,32104.6836,6060.2871,100401.8125,89067.8281,25530.7598,8100,14509.96,249808.7344,19024.293,133914.1094,11926.7002,31064.8867,25298.1855,48595.0742,196617.6094,92588.0781,860522.1875,47716.8242,126057.5469,24924.5137,49605.9453,175599.6719,133292.4688,366697.6563,27084.6895,8560,42827.5352,4980,33097.0781,48230.9297,12200,12581.1055,968854.25,19814.7246,63956.5469,103454.5625,14797.9941,3081.0574,109932.4766,71862.6172,28092.0801,60569.4414,221872.2344,9836.3652,7870,305844.75,35748.9141,274732.5625,32950.6602,17979.9531,1550.7281,61272.1367,211016.7344,85229.2891,27996.2559,35212.457,571040.9375,36566.1328,15160.4707,120857.2109,94003.2266,771050.25,44800,73691.7969,38721.4141,5476.2603,11244.7314,79736.5703,137002.4375,66222.4219,38909.8203,49150,29085.2734,24410.2578,91767.0234,3278.9492,12703.3613,21591.0664,74800,20456.4766,38453.793,13068.7021,15549.4951,9368.6201,63776.1758,524397.5625,78807.5781,10653.7344,18900,15592.6982,101689.625,436812.9063,28869.7129,159599.3281,42387.1289,196063.7813,50609.1875,8799.2031,11727.9453,145815.7344,4584.9302,16Y_week16,2016-04-18
16Y_week17,1230.6416,136997.4063,26103.6367,55841.8711,129999,216354.875,106075.0703,93.7135,243420.3438,179704.2031,45004.1484,39841.832,267519.0938,34381.9336,409713.0313,24813.0137,179821.5469,294436.8438,113444.7656,67802.4531,59734.3242,993719.1875,24190.416,28457.6934,257201.5,165975.8125,71163.6016,115789.1797,11897.8311,480031.1563,58259.75,143819.3125,6625.3525,40619.5547,89540.5078,47501.8008,485823.5,10092.2197,78327.2422,294743.9063,91924.4375,34966.0391,181948.1406,41000,39369.1875,53287.9219,235226.3281,364420.9688,8369.8096,193000,70200,71403.7266,51639.207,35808.7539,50800,88985.1094,188659.25,22646.1113,138513.5625,28008.6074,85016.7188,45001.0703,78349.4531,70022.4219,44453.3906,95937.25,29700.1035,21938.8105,61665.1445,22011.9375,1049944.125,6540,34834.2383,6334.0386,106308.1719,87197.8906,24605.7324,7660,15516.9609,249000,19668.3457,144355.3438,12587.5,33333.1172,25151.9531,50041.3594,202991.75,108264.3672,854634.9375,47716.8242,128977.7969,25713.5566,48564.5977,172640.1406,143840.7813,359488.625,27374.3652,8140,45670.0703,4860,31071.7344,45686.0586,12500,12770.2949,986796.0625,20394.666,62975.6211,112364.5234,14408.5732,3219.3376,119865.0078,69237.0547,29204.1582,61353.5117,224823.9688,9836.3652,7800,299981.9375,34879.3516,283547.5313,30918.4609,18255.8594,1522.4601,70122.5547,198603.9844,87217.9844,28089.4219,34918.6133,563122.125,36466.3594,16082.0801,123933.2109,92028.3594,785329,50500,76979.1406,41172.1367,5561.2363,11198.835,79736.5703,137950.5469,67279.6719,37599.8906,49050,28990.8418,25846.1563,88838.2813,3323.5271,13717.6982,22609.9707,70700,20456.4766,36337.1172,12684.3281,15355.127,9144.8916,60131.8203,540695.0625,78413.5469,10359.1611,18350,15328.416,105491.1016,439551.5625,28473.5586,160455.0938,42436.1289,187689.2031,50154.8867,8896.9727,11052.416,143401.5781,5849.0801,16Y_week17,2016-04-25
16Y_week18,1200.8601,130582.8359,26435.8633,57437.3555,133140.9844,207718.8594,101832.0781,89.6922,253644,186359.9219,44219.4648,38146.4336,267970.1875,32121.207,407235.9063,23168.4844,182698.6875,281139.7188,114845.3203,65584.1641,57587.0117,1011272.625,22189.3711,29023.0762,255271.2813,163988.0781,72469.2969,112354.75,10968.3135,478107.1875,58163.9258,137222.0938,6363.8257,40430.4063,88814.75,45635.1016,482410.0938,10368.7188,76662.5781,280342.7188,86934.25,35277.043,184511.0938,42100,37907.457,50273.4609,215382.1406,369345.5625,7900.48,196000,72100,69309.2188,49914.8672,34076.0352,54300,83689.4063,186683.75,24936.2148,139992.3438,27208.4258,89995.5938,42988.2422,71803.7969,66550.2344,43765.7148,98338.6328,30256.9805,22283.0078,55041.8594,21478.6113,1061719.125,6180,33231.1992,6220.7622,104338.7891,87493.1484,26964.5508,7720,15516.9609,229193.3594,19618.8027,139029.6094,12587.5,32692.0938,24469.5352,49366.4258,203482.0625,113163.2109,816367.6875,48294.043,129464.5156,25620.7266,47523.25,163268.2344,139525.5625,364294.625,29884.8887,8060,43111.7852,4735,35715.207,43262.3906,12300,12344.6182,972841.375,20394.666,61406.1328,110384.5391,13678.4082,3029.2024,127855.3672,66903.2188,27850.3242,57041.125,227775.6875,10071.6855,7900,283370.5625,35072.5898,287955,31160.3887,18209.875,1522.4601,65843.2344,181134.1719,84945.1953,26272.6934,33302.4609,498891.25,34919.9063,15621.2754,114265.0703,85215.1094,790088.5625,48550,76066.0547,42201.4375,5353.5161,10648.0723,79736.5703,128469.4141,65165.1758,35125.5742,48000,30029.6035,24549.2148,84542.8047,3249.2307,13427.8877,22415.8945,70000,20013.9082,36866.3125,13164.7949,15112.166,8697.4346,63680.2695,582877,76443.3594,9868.2061,17400,14694.1367,102639.9922,430422.7813,28325,162166.6094,41603.0859,173895.7813,48519.4023,9180.502,10714.6514,142918.7344,5849.0801,16Y_week18,2016-05-02
16Y_week19,1247.9338,124168.2266,24442.4961,58938.9883,137461.1719,189537.7813,100889.1875,95.0248,247801.9063,186359.9219,42650.0898,37251.6406,267519.0938,31508.9258,427052.7188,23120.1172,176944.4063,264043.3438,123248.6406,63462.3242,54756.4648,1021024.5,21433.4199,30012.5,227283.125,173429.8125,66267,114317.2734,10642.9824,485803.0625,52989.543,128865.6172,6266.9634,42180.0273,94802.2734,47649.1016,464205.8125,10322.6357,71580.9453,271702,83344.8203,34299.5938,190490.6719,41550,34448.0391,48328.6445,225546.25,374270.1563,7345.1001,208000,70000,68261.9609,48009.0313,32609.9375,48250,81432.2344,177300.1875,23205.9297,138020.6406,26925.9492,95350.2422,40016.9219,70415.3281,61727.7578,43814.8359,98338.6328,29885.7285,20304.1309,53899.8984,21914.9707,1020506.438,5800,31628.1602,5531.6641,97940.9844,79521.3281,27704.5742,6400,15516.9609,233236.0469,19618.8027,141552.3281,12497.5996,30867.6484,23202.1875,47341.6328,202991.75,109734.0234,882108.8125,45023.1328,128491.0938,25388.6563,43310.5313,166721.0313,137128.2344,388324.625,28388.2305,7630,42543.2813,4685,33146.4766,42353.5703,11350,12391.915,950912.5625,19621.4082,61994.6914,113354.5234,13094.2773,2903.8857,126714.1641,66028.0391,28623.9434,53022.7656,237614.8281,9883.4287,7540,296561.9375,33961.4727,293341.9063,31353.9316,18025.9375,1502.2648,64384.375,178835.5313,94320.4297,25527.3652,34037.0742,505050.6875,34520.8242,15114.3906,119977.9297,84425.1641,816742.125,56900,74513.6563,41907.3516,5193.0054,9684.2383,79736.5703,128943.4766,65357.3984,35610.7305,46550,29746.3047,22418.5293,85128.5547,3308.668,13766,21639.5859,70600,19472.9922,35190.5352,14558.1494,14723.4287,8669.4697,63967.9844,608761.3125,79497.1484,10211.875,16700,14826.3262,100739.25,423576.1563,29117.3086,159599.3281,41015.0586,177344.125,48428.543,8799.2031,10864.7686,151126.9063,5849.0801,16Y_week19,2016-05-09
16Y_week20,1198.9388,124168.2266,24774.7246,56592.6914,135890.1875,188628.7188,96174.7344,89.6922,246828.2188,188134.7813,42927.0352,37392.9258,260301.0313,31179.2344,427052.7188,23652.1699,178382.9844,269267.25,120447.5313,64619.6914,53292.3828,1019074.125,21566.8242,29965.3848,225835.4531,171939.0156,67572.7031,105485.9063,10550.0303,466563.3438,50881.4609,135902.6406,6286.3359,40288.5469,91627.0703,49614,458517.625,10506.9678,74384.6016,276982.4375,83607.4688,34477.3125,198178.5469,43250,34496.7617,50078.9805,232806.3125,391998.7813,7274.7002,210500,69700,69880.4453,46829.2227,32965.3945,49450,80650.8906,184708.2656,22111.7598,137034.7656,27490.8027,94410.8281,41215.0352,74184.0313,64428.3516,46172.582,98338.6328,28725.5684,20046.0566,52757.9336,22690.7227,978312.375,6260,34227.7383,5786.5356,95283.2031,78733.9922,27427.0684,6290,15242.3242,244958.2813,19272.0039,139590.2188,10249.9004,30818.3379,22763.4922,48112.9805,211817.4531,107284.6016,865428.25,50314.3125,135791.7188,24646.0254,44067.875,169680.5938,138566.625,401300.8125,30174.5664,8060,44059.2969,4685,33838.0586,45019.5234,11000,12581.1055,938951.375,18577.5098,61602.3203,116819.5078,13191.6328,2990.311,123289.5859,65639.0625,28285.4844,54296.875,231219.3906,10354.0684,7430,299004.7813,34541.1836,294321.3438,30918.4609,18347.8301,1530.533,67982.8984,179295.25,97066.7031,27064.5996,35310.4063,520008.125,39609.1523,12487.8047,126130.9219,87979.9063,802463.375,54100,76522.6484,41760.3086,5089.145,9684.2383,79736.5703,122780.7344,65165.1758,35028.543,47250,28282.5977,22603.8066,87471.5469,3338.3865,13669.3965,21930.7012,70500,21194.0898,35940.2227,14942.5225,15112.166,8594.8926,64351.5977,609720,72404.4688,10162.7793,16600,15566.3184,105491.1016,424945.5313,28523.0781,159599.3281,40819.0508,191630.1875,47792.5195,8388.5742,11014.8867,154506.75,4490.5898,16Y_week20,2016-05-16
16Y_week21,1235.4449,121877.2969,25818.8691,56217.2852,135497.4531,188628.7188,96646.1797,90.6538,238551.9375,185472.4844,42419.293,37251.6406,254887.4844,31273.4336,410208.4375,24619.5371,174067.25,260244.2031,119046.9766,63848.1094,51535.4961,988843.1875,21566.8242,30248.0762,225352.9063,162994.2031,66919.8984,105485.9063,10642.9824,462234.4063,49348.3086,134583.1875,6160.4155,38917.2227,90447.7188,48778.8984,448277.1875,10368.7188,73946.5156,277942.5,84307.8359,33944.1602,190490.6719,39650,32450.3457,49203.8125,220706.1875,381657.0938,6836.6499,206000,67200,69975.6484,46556.9609,31277.1465,45100,80564.0781,170879.8438,21399.3477,131612.5313,25843.2891,93471.4297,41358.8125,82614.0313,62210.0039,43127.1563,95268.0078,28725.5684,20476.2813,52072.7891,21866.4863,969481.0625,5770,33404.4727,5729.8979,93511.6641,76568.8047,25623.2656,6070,14372.6426,239702.9844,18627.9531,136436.8281,10204.9004,28648.7285,22666.0039,47389.8438,209365.875,103365.5234,849728.875,51276.3477,132384.75,24135.4688,40423.1602,174613.1563,132812.9844,382076.8438,28436.5098,7850,43775.043,4280,32158.5039,46594.9766,9790,12250.0234,924996.6875,17900.9102,59836.6484,117809.5,13045.5996,2890.9219,101143.0938,67389.4375,29155.8066,59099.3086,225807.875,10071.6855,7060,277996.2813,36135.3906,290403.5938,28208.8613,17842,1441.6895,69441.7578,174238.2031,89206.6641,25946.6133,35163.4805,544644.8125,41055.8359,12073.0801,131843.7813,92719.5703,872905,54200,76796.4922,39750.7188,5221.3311,9225.2695,79736.5703,122780.7344,67664.125,30516.5547,47100,27527.1348,23205.9551,90595.5313,3194.7466,13621.0947,24308.1445,70500,22472.6191,36778.1133,14125.7295,15014.9814,8520.3184,65981.9688,590546.4375,70729.8047,10408.2559,17000,16596.9746,105015.9219,421750.4063,27879.3281,158743.5781,39593.9883,195571.1563,46793.0586,8183.2593,10939.8281,154506.75,4485.8701,16Y_week21,2016-05-23
16Y_week22,1229.6808,125084.6094,27527.4707,59126.6914,139424.9063,189083.25,97117.625,91.528,247801.9063,195234.1875,42234.6602,37110.3594,247218.3125,31414.7285,414171.7813,24861.3809,173108.2188,259294.375,118113.2734,62883.6367,54366.043,1003471.125,22233.8379,30672.1152,215701.8125,165478.875,68552.1016,104995.2656,10410.6025,455019.5,46904.8438,144698.9375,6189.4741,39673.8125,91173.4609,46912.3008,457948.7188,10829.5508,76574.9609,271702,88860.2813,33722.0156,186219.4063,39350,32840.1367,50856.9023,231354.2969,380672.1875,6938.3398,210000,64700,66643.4766,47827.5234,31632.5996,42900,84123.4922,168410.4844,22798.7988,128654.9453,25513.7676,93753.2422,42700.6953,85192.625,60763.2617,41162.3633,89953.4688,29143.2266,20261.1191,53899.8984,22593.752,937099.6875,5780,32711.2871,5767.6567,93019.3203,80407.0781,26317.0352,5950,14693.0518,255064.0313,18677.4961,135736.0625,14250.9004,28155.6348,23153.4453,47582.6797,201030.4688,96507.1484,842860.375,54162.4453,128491.0938,23207.1816,39334.4805,177572.7031,132333.5313,370061.8438,27857.1602,8310,45385.8164,4325,34085.0508,46837.3516,9520,12155.4287,928983.75,17804.2539,59542.3711,113354.5234,13142.9561,2765.6055,100914.6563,67875.6563,28043.7285,67430.0547,234663.0938,10071.6855,7050,279950.5625,37391.4336,316358.75,29031.418,18163.8906,1475.9507,70900.6172,176536.8594,87880.875,25760.2813,34281.9492,546404.25,49586.2695,12165.2412,134041.4844,98742.8828,866241.625,53000,78257.5781,39995.7891,5193.0054,8646.9688,79736.5703,120884.5078,67471.8984,33233.4531,49500,28282.5977,24086.0215,92938.5,3140.2627,13476.1895,24065.5469,69700,21735.0059,34837.7383,13933.543,15160.7578,8678.792,69050.8984,593422.4375,69449.1797,10506.4473,17600,16491.2617,100739.25,416729.5938,27532.6934,154892.6563,39740.9922,186211.3438,45793.5938,8026.8291,11371.416,154023.9063,4471.7202,16Y_week22,2016-05-30
